titulo,empresa,modalidad,tipo_horario_norm,categoria,nivel_seniority,es_ti,es_remoto,largo_descripcion
técnico en administración / comercial seguros las condes,técnico en administración / comercial seguros las condes,Presencial,Full time,Ventas / Comercial,No especificado,True,False,153
técnico en administración reemplazo coquimbo,técnico en administración reemplazo coquimbo,Presencial,Full time,Otros,No especificado,False,False,126
técnico en administración,técnico en administración,Presencial,Full time,Otros,No especificado,False,False,128
técnico en educación diferencial,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
técnico en enfermería gestión ppi - centro providencia achs salud,asociación chilena de seguridad achs,Presencial,Otro,Data / BI,No especificado,False,False,178
técnico en farmacia - rancagua (campaña de invierno),empresa destacada,Presencial,Full time,Data / BI,No especificado,False,False,31
técnico en informática región de aysén,sociedad opazo y verdugo ltda,Presencial,Full time,Otros,No especificado,True,False,142
técnico en informática con conocimientos lms (plazo fijo)- providencia,empresa destacada,Híbrido,Full time,Otros,No especificado,True,False,34
"técnico en informática, electrónica, ingeniería o carrera afín/santiago",empresa destacada,Presencial,Full time,Otros,No especificado,True,False,34
técnico en informática: soporte it y gestión digital presencial,grupo otec,Presencial,Full time,Otros,No especificado,True,False,153
técnico en informática,técnico en informática,Presencial,Full time,Otros,No especificado,True,False,84
técnico en logística /santiago,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
técnico en mantención en antofagasta sector la negra,técnico en mantención en antofagasta sector la negra,Presencial,Full time,Otros,No especificado,False,False,153
técnico en mantenimiento electromecánico,técnico en mantenimiento electromecánico,Presencial,Full time,Otros,No especificado,False,False,139
técnico en mantenimiento,técnico en mantenimiento,Presencial,Full time,Otros,No especificado,False,False,105
técnico en prevención - iquique,"importante empresa, iquique",Presencial,Full time,Otros,No especificado,False,False,97
técnico en prevención de riesgos,"cg consultora ltda., santiago",Presencial,Full time,Otros,No especificado,False,False,95
técnico en recursos humanos,empresa destacada,Presencial,Full time,Recursos Humanos,No especificado,False,False,39
técnico en soporte informático (santiago),global business intelligence,Presencial,Full time,Otros,No especificado,True,False,145
técnico en soporte informático concepción (40 hrs),cadetech,Presencial,Full time,Otros,No especificado,True,False,139
técnico en soporte informático,"the project company, santiago",Remoto,Full time,Otros,No especificado,True,True,115
técnico en soporte de terreno/ mesa de ayuda,técnico en soporte de terreno/ mesa de ayuda,Presencial,Full time,Otros,No especificado,True,False,141
técnico en soporte área informática (maipo),carozzi,Presencial,Full time,Otros,No especificado,True,False,132
técnico en ti / maipú,técnico en ti / maipú,Presencial,Full time,TI General,No especificado,True,False,91
técnico en ti / planta de producción maipú,técnico en ti / planta de producción maipú,Presencial,Full time,TI General,No especificado,True,False,112
técnico en terreno,técnico en terreno,Presencial,Full time,Otros,No especificado,False,False,140
técnico en administración o contabilidad,técnico en administración o contabilidad,Presencial,Full time,Otros,No especificado,False,False,89
técnico en gastronomía,"renni heladería, rancagua",Presencial,Full time,Otros,No especificado,False,False,100
técnico en informática modalidad freelance,cbv technology,Presencial,Full time,Otros,No especificado,True,False,133
técnico en informática – soporte y gestión tecnológica (santiago),grupo otec,Presencial,Full time,Otros,No especificado,True,False,153
técnico en soporte de equipos de impresion,técnico en soporte de equipos de impresion,Presencial,Full time,Otros,No especificado,True,False,98
técnico informática,técnico informática,Presencial,Full time,Otros,No especificado,True,False,118
técnico(a) ayudante en telecomunicaciones,técnico(a) ayudante en telecomunicaciones,Presencial,Full time,Otros,No especificado,False,False,139
técnico(a) senior en telecomunicaciones,técnico(a) senior en telecomunicaciones,Presencial,Full time,Otros,Senior,False,False,153
técnico(a) veterinario(a) en concepción,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,34
técnico(a) en soporte informático - antofagasta (proceso inclusivo),liebherr chile spa .,Presencial,Full time,Otros,No especificado,True,False,153
técnico-a unidad de informatica (arica),corfo,Presencial,Full time,TI General,No especificado,True,False,112
técnico/a soporte informático,importaciones y servicios advanced computing technologies s.a.,Presencial,Full time,Otros,No especificado,True,False,153
técnico/a soporte informático,técnico/a soporte informático,Presencial,Full time,Otros,No especificado,True,False,119
técnico/a de mantenimiento eléctrico - talca,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
técnico/a de soporte informático presencial | ms 365 y seguridad,wood,Presencial,Full time,Otros,No especificado,True,False,153
técnico/a de taller - área gastronomía (jornada vespertina),cft enac,Presencial,Otro,Otros,No especificado,False,False,155
técnico/a en administración de empresas,técnico/a en administración de empresas,Presencial,Full time,Otros,No especificado,False,False,140
técnicos nivel superior en electrónica o informática con al menos 4 años de experiencia (santiago),act,Presencial,Full time,Data / BI,No especificado,True,False,153
"técnicos soporte it, trabajo en terreno en viña del mar","técnicos soporte it, trabajo en terreno en viña del mar",Presencial,Full time,Otros,No especificado,True,False,153
técnicos soporte informático titulados,técnicos soporte informático titulados,Presencial,Full time,TI General,No especificado,True,False,153
técnicos soporte informático,técnicos soporte informático,Presencial,Full time,Otros,No especificado,True,False,118
"técnicos soporte ti trabajo en la serena, coquimbo. por proyecto",importante empresa del sector,Presencial,Full time,TI General,No especificado,True,False,153
"técnicos soporte área informática, computación (santiago)",retail y servicios,Presencial,Full time,Otros,No especificado,True,False,153
técnicos de soporte informático - armado y diagnóstico,retail y servicios,Presencial,Full time,Otros,No especificado,True,False,153
técnicos de radios y redes (codelco calama),técnicos de radios y redes (codelco calama),Presencial,Full time,Otros,No especificado,True,False,81
técnicos de redes (minera los pelambres),técnicos de redes (minera los pelambres),Presencial,Full time,Otros,No especificado,True,False,78
técnicos eléctricos para equipos mineros,técnicos eléctricos para equipos mineros,Presencial,Full time,Otros,No especificado,False,False,97
"técnicos en redes,telecomunicaciones e informática (santiago)",soit,Presencial,Full time,Otros,No especificado,True,False,153
técnicos o ingenieros/as en informática o computación - oportunidad para personas con discapacidad,confidencial,Presencial,Full time,Otros,No especificado,True,False,153
técnicos/ingenieros en informática en consultoría it,confidencial,Presencial,Full time,Otros,No especificado,True,False,141
técnicos/as eléctrico/as - el abra,finning chile s.a,Presencial,Otro,Otros,No especificado,False,False,127
ux designer senior,no especificada,Híbrido,Full time,Otros,Senior,False,False,24
ux ui designer,no especificada,Remoto,Full time,Otros,No especificado,False,True,24
urgente! encargado de transporte (solo residentes antofagasta),urgente! encargado de transporte (solo residentes antofagasta),Presencial,Full time,Otros,No especificado,False,False,147
vendedor de repuestos automotriz,"dieseltruckss spa, valdivia",Presencial,Full time,Otros,No especificado,False,False,107
vendedor santiago - viña del mar (canal tradicional),watts s.a.,Presencial,Otro,Otros,No especificado,False,False,141
vendedor tienda la serena,empresa confidencial,Presencial,Otro,TI General,No especificado,False,False,120
vendedor/a full time ( lunes a…,"activa marketing spa, santiago",Presencial,Full time,TI General,No especificado,False,False,93
vendedores full time,"eranova sociedad comercial, santiago",Presencial,Full time,TI General,No especificado,False,False,95
vendedor,crispieri,Presencial,Full time,Otros,No especificado,False,False,70
viña del mar-analista técnico psicólogo y…,"corporación prodel, valparaíso",Presencial,Full time,Otros,No especificado,False,False,90
vendedor (a) modulo zofri ciudad iquique,"importadora lavin perfumes ltda, iquique",Presencial,Full time,Otros,No especificado,False,False,98
vendedor (a) terreno especialista en distribuidoras,cartones kraft limitada,Presencial,Full time,Otros,No especificado,False,False,153
"vendedor (a) con o sin experiencia para farmacias, la serena",cruz verde,Presencial,Otro,Data / BI,No especificado,False,False,149
vendedor / asesor óptico - licencia…,"propesa spa, santiago",Presencial,Full time,Otros,No especificado,False,False,98
"vendedor deportivo omni-canal | 40h, bonos y acciones",decathlon chile,Presencial,Full time,Otros,No especificado,False,False,153
vendedor deportivo proactivo | experiencia al cliente,decathlon chile,Presencial,Full time,Data / BI,No especificado,False,False,153
vendedor horeca en la marca de…,"santa victoria, santiago",Presencial,Full time,Otros,No especificado,False,False,100
vendedor part time industria de software…,"pawwy spa, santiago",Presencial,Part time,Data / BI,No especificado,True,False,82
vendedor repuestos automotrices marcas coreanas y…,"ms repuestos (maria loreto.., santiago",Presencial,Full time,Otros,No especificado,False,False,98
vendedor senior terreno b2b minería/industrial | antofagasta,wiseplan consultora spa,Presencial,Otro,Otros,Senior,False,False,160
vendedor técnico químico – 100% terreno,amelco,Presencial,Full time,Otros,No especificado,False,False,133
